season,daynum,wteam,lteam,slot,host,lat,lng
2009,143,1338,1462,R3W1,boston,42.3601,-71.0589
2009,143,1437,1181,R3W2,boston,42.3601,-71.0589
2009,143,1163,1345,R3Z1,glendale,33.5386,-112.1864
2009,143,1281,1272,R3Z2,glendale,33.5386,-112.1864
2009,144,1314,1211,R3X1,indianapolis,39.791,-86.148
2009,144,1328,1393,R3X2,indianapolis,39.791,-86.148
2009,144,1257,1112,R3Y1,memphis,35.1174,-89.9711
2009,144,1277,1242,R3Y2,memphis,35.1174,-89.9711
2009,145,1437,1338,R4W1,boston,42.3601,-71.0589
2009,145,1163,1281,R4Z1,glendale,33.5386,-112.1864
2009,146,1314,1328,R4X1,indianapolis,39.791,-86.148
2009,146,1277,1257,R4Y1,memphis,35.1174,-89.9711
2009,152,1314,1437,R5WX,detroit,42.3314,-83.0458
2009,152,1277,1163,R5YZ,detroit,42.3314,-83.0458
2009,154,1314,1277,R6CH,detroit,42.3314,-83.0458
2010,134,1115,1457,X16,dayton,39.7594,-84.1917
2010,136,1246,1190,R1W1,new_orleans,29.9667,-90.05
2010,136,1307,1285,R1W3,san_jose,37.3382,-121.8863
2010,136,1449,1266,R1W6,san_jose,37.3382,-121.8863
2010,136,1448,1400,R1W8,new_orleans,29.9667,-90.05
2010,136,1437,1352,R1X2,milwaukee,43.05,-87.95
2010,136,1124,1358,R1X3,providence,41.8236,-71.4222
2010,136,1330,1323,R1X6,providence,41.8236,-71.4222
2010,136,1388,1350,R1X7,milwaukee,43.05,-87.95
2010,136,1242,1250,R1Y1,jacksonville,30.3369,-81.6614
2010,136,1325,1207,R1Y3,new_orleans,29.9667,-90.05
2010,136,1397,1361,R1Y6,new_orleans,29.9667,-90.05
2010,136,1320,1424,R1Y8,jacksonville,30.3369,-81.6614
2010,136,1243,1317,R1Z2,oklahoma_city,35.4822,-97.535
2010,136,1293,1435,R1Z4,san_jose,37.3382,-121.8863
2010,136,1139,1431,R1Z5,san_jose,37.3382,-121.8863
2010,136,1140,1196,R1Z7,oklahoma_city,35.4822,-97.535
2010,137,1452,1288,R1W2,buffalo,42.9047,-78.8494
2010,137,1458,1459,R1W4,jacksonville,30.3369,-81.6614
2010,137,1165,1396,R1W5,jacksonville,30.3369,-81.6614
2010,137,1281,1155,R1W7,buffalo,42.9047,-78.8494
2010,137,1181,1115,R1X1,oklahoma_city,35.4822,-97.535
2010,137,1345,1373,R1X4,spokane,47.6589,-117.425
2010,137,1401,1429,R1X5,spokane,47.6589,-117.425
2010,137,1143,1257,R1X8,oklahoma_city,35.4822,-97.535
2010,137,1326,1364,R1Y2,providence,41.8236,-71.4222
2010,137,1268,1222,R1Y4,spokane,47.6589,-117.425
2010,137,1277,1308,R1Y5,spokane,47.6589,-117.425
2010,137,1210,1329,R1Y7,providence,41.8236,-71.4222
2010,137,1393,1436,R1Z1,buffalo,42.9047,-78.8494
2010,137,1338,1324,R1Z3,milwaukee,43.05,-87.95
2010,137,1462,1278,R1Z6,milwaukee,43.05,-87.95
2010,137,1211,1199,R1Z8,buffalo,42.9047,-78.8494
2010,138,1246,1448,R2W1,new_orleans,29.9667,-90.05
2010,138,1449,1307,R2W3,san_jose,37.3382,-121.8863
2010,138,1388,1437,R2X2,milwaukee,43.05,-87.95
2010,138,1124,1330,R2X3,providence,41.8236,-71.4222
2010,138,1320,1242,R2Y1,jacksonville,30.3369,-81.6614
2010,138,1397,1325,R2Y3,new_orleans,29.9667,-90.05
2010,138,1243,1140,R2Z2,oklahoma_city,35.4822,-97.535
2010,138,1139,1293,R2Z4,san_jose,37.3382,-121.8863
2010,139,1452,1281,R2W2,buffalo,42.9047,-78.8494
2010,139,1165,1458,R2W4,jacksonville,30.3369,-81.6614
2010,139,1181,1143,R2X1,oklahoma_city,35.4822,-97.535
2010,139,1345,1401,R2X4,spokane,47.6589,-117.425
2010,139,1326,1210,R2Y2,providence,41.8236,-71.4222
2010,139,1277,1268,R2Y4,spokane,47.6589,-117.425
2010,139,1393,1211,R2Z1,buffalo,42.9047,-78.8494
2010,139,1462,1338,R2Z3,milwaukee,43.05,-87.95
2010,143,1246,1165,R3W1,syracuse,43.0469,-76.1444
2010,143,1452,1449,R3W2,syracuse,43.0469,-76.1444
2010,143,1139,1393,R3Z1,salt_lake_city,40.75,-111.8833
2010,143,1243,1462,R3Z2,salt_lake_city,40.75,-111.8833
2010,144,1181,1345,R3X1,st_louis,38.6272,-90.1978
2010,144,1124,1388,R3X2,st_louis,38.6272,-90.1978
2010,144,1277,1320,R3Y1,houston,29.7604,-95.3698
2010,144,1397,1326,R3Y2,houston,29.7604,-95.3698
2010,145,1452,1246,R4W1,syracuse,43.0469,-76.1444
2010,145,1139,1243,R4Z1,salt_lake_city,40.75,-111.8833
2010,146,1181,1124,R4X1,st_louis,38.6272,-90.1978
2010,146,1277,1397,R4Y1,houston,29.7604,-95.3698
2010,152,1181,1452,R5WX,indianapolis,39.791,-86.148
2010,152,1139,1277,R5YZ,indianapolis,39.791,-86.148
2010,154,1181,1139,R6CH,indianapolis,39.791,-86.148
2011,134,1155,1412,W12,dayton,39.7594,-84.1917
2011,134,1421,1114,Y16,dayton,39.7594,-84.1917
2011,135,1427,1106,W16,dayton,39.7594,-84.1917
2011,135,1433,1425,Z11,dayton,39.7594,-84.1917
2011,136,1246,1343,R1W4,tampa,27.971,-82.465
2011,136,1452,1155,R1W5,tampa,27.971,-82.465
2011,136,1361,1294,R1X2,tampa,27.971,-82.465
2011,136,1163,1137,R1X3,denver,39.7392,-104.9903
2011,136,1153,1281,R1X6,denver,39.7392,-104.9903
2011,136,1396,1336,R1X7,tampa,27.971,-82.465
2011,136,1338,1421,R1Y1,tulsa,36.1314,-95.9372
2011,136,1196,1364,R1Y2,chicago,41.8369,-87.6847
2011,136,1140,1459,R1Y3,chicago,41.8369,-87.6847
2011,136,1458,1125,R1Y4,denver,39.7392,-104.9903
2011,136,1243,1429,R1Y5,denver,39.7392,-104.9903
2011,136,1211,1385,R1Y6,chicago,41.8369,-87.6847
2011,136,1417,1277,R1Y7,chicago,41.8369,-87.6847
2011,136,1139,1330,R1Y8,tulsa,36.1314,-95.9372
2011,136,1287,1257,R1Z4,tulsa,36.1314,-95.9372
2011,136,1350,1435,R1Z5,tulsa,36.1314,-95.9372
2011,137,1326,1427,R1W1,cleveland,41.4822,-81.6697
2011,137,1314,1254,R1W2,charlotte,35.2269,-80.8433
2011,137,1393,1232,R1W3,cleveland,41.4822,-81.6697
2011,137,1266,1462,R1W6,cleveland,41.4822,-81.6697
2011,137,1449,1208,R1W7,charlotte,35.2269,-80.8433
2011,137,1206,1437,R1W8,cleveland,41.4822,-81.6697
2011,137,1181,1214,R1X1,washington,38.8951,-77.0367
2011,137,1400,1324,R1X4,tucson,32.2217,-110.9264
2011,137,1112,1272,R1X5,tucson,32.2217,-110.9264
2011,137,1276,1397,R1X8,washington,38.8951,-77.0367
2011,137,1242,1131,R1Z1,charlotte,35.2269,-80.8433
2011,137,1323,1103,R1Z2,tucson,32.2217,-110.9264
2011,137,1345,1389,R1Z3,washington,38.8951,-77.0367
2011,137,1433,1207,R1Z6,washington,38.8951,-77.0367
2011,137,1199,1401,R1Z7,tucson,32.2217,-110.9264
2011,137,1228,1424,R1Z8,charlotte,35.2269,-80.8433
2011,138,1246,1452,R2W4,tampa,27.971,-82.465
2011,138,1361,1396,R2X2,tampa,27.971,-82.465
2011,138,1163,1153,R2X3,denver,39.7392,-104.9903
2011,138,1139,1338,R2Y1,tulsa,36.1314,-95.9372
2011,138,1196,1417,R2Y2,chicago,41.8369,-87.6847
2011,138,1140,1211,R2Y3,chicago,41.8369,-87.6847
2011,138,1458,1243,R2Y4,denver,39.7392,-104.9903
2011,138,1350,1287,R2Z4,tulsa,36.1314,-95.9372
2011,139,1326,1206,R2W1,cleveland,41.4822,-81.6697
2011,139,1314,1449,R2W2,charlotte,35.2269,-80.8433
2011,139,1266,1393,R2W3,cleveland,41.4822,-81.6697
2011,139,1181,1276,R2X1,washington,38.8951,-77.0367
2011,139,1112,1400,R2X4,tucson,32.2217,-110.9264
2011,139,1242,1228,R2Z1,charlotte,35.2269,-80.8433
2011,139,1199,1323,R2Z2,tucson,32.2217,-110.9264
2011,139,1433,1345,R2Z3,washington,38.8951,-77.0367
2011,143,1112,1181,R3X1,new_orleans,29.9667,-90.05
2011,143,1163,1361,R3X2,new_orleans,29.9667,-90.05
2011,143,1139,1458,R3Y1,san_antonio,29.4167,-98.5
2011,143,1196,1140,R3Y2,san_antonio,29.4167,-98.5
2011,144,1246,1326,R3W1,newark,40.7242,-74.1726
2011,144,1314,1266,R3W2,newark,40.7242,-74.1726
2011,144,1242,1350,R3Z1,anaheim,33.8361,-117.8897
2011,144,1433,1199,R3Z2,anaheim,33.8361,-117.8897
2011,145,1163,1112,R4X1,new_orleans,29.9667,-90.05
2011,145,1139,1196,R4Y1,san_antonio,29.4167,-98.5
2011,146,1246,1314,R4W1,newark,40.7242,-74.1726
2011,146,1433,1242,R4Z1,anaheim,33.8361,-117.8897
2011,152,1163,1246,R5WX,houston,29.7604,-95.3698
2011,152,1139,1433,R5YZ,houston,29.7604,-95.3698
2011,154,1163,1139,R6CH,houston,29.7604,-95.3698
2012,134,1443,1290,Y16,dayton,39.7594,-84.1917
2012,134,1140,1233,Z14,dayton,39.7594,-84.1917
2012,135,1378,1143,X12,dayton,39.7594,-84.1917
2012,135,1436,1249,X16,dayton,39.7594,-84.1917
2012,136,1393,1421,R1W1,pittsburgh,40.4417,-80
2012,136,1326,1259,R1W2,pittsburgh,40.4417,-80
2012,136,1458,1285,R1W4,albuquerque,35.1107,-106.61
2012,136,1435,1217,R1W5,albuquerque,35.1107,-106.61
2012,136,1211,1452,R1W7,pittsburgh,40.4417,-80
2012,136,1243,1379,R1W8,pittsburgh,40.4417,-80
2012,136,1246,1443,R1Y1,louisville,38.25,-85.7667
2012,136,1124,1355,R1Y3,albuquerque,35.1107,-106.61
2012,136,1231,1308,R1Y4,portland,45.52,-122.6819
2012,136,1433,1455,R1Y5,portland,45.52,-122.6819
2012,136,1160,1424,R1Y6,albuquerque,35.1107,-106.61
2012,136,1235,1163,R1Y8,louisville,38.25,-85.7667
2012,136,1266,1140,R1Z3,louisville,38.25,-85.7667
2012,136,1257,1172,R1Z4,portland,45.52,-122.6819
2012,136,1307,1253,R1Z5,portland,45.52,-122.6819
2012,136,1293,1161,R1Z6,louisville,38.25,-85.7667
2012,137,1199,1382,R1W3,nashville,36.1667,-86.7833
2012,137,1153,1400,R1W6,nashville,36.1667,-86.7833
2012,137,1314,1436,R1X1,greensboro,36.08,-79.8194
2012,137,1242,1178,R1X2,omaha,41.25,-96
2012,137,1207,1125,R1X3,columbus,39.9833,-82.9833
2012,137,1325,1276,R1X4,nashville,36.1667,-86.7833
2012,137,1378,1396,R1X5,nashville,36.1667,-86.7833
2012,137,1301,1361,R1X6,columbus,39.9833,-82.9833
2012,137,1345,1388,R1X7,omaha,41.25,-96
2012,137,1166,1104,R1X8,greensboro,36.08,-79.8194
2012,137,1250,1181,R1Y2,greensboro,36.08,-79.8194
2012,137,1462,1323,R1Y7,greensboro,36.08,-79.8194
2012,137,1277,1254,R1Z1,columbus,39.9833,-82.9833
2012,137,1313,1281,R1Z2,omaha,41.25,-96
2012,137,1196,1438,R1Z7,omaha,41.25,-96
2012,137,1387,1272,R1Z8,columbus,39.9833,-82.9833
2012,138,1393,1243,R2W1,pittsburgh,40.4417,-80
2012,138,1326,1211,R2W2,pittsburgh,40.4417,-80
2012,138,1458,1435,R2W4,albuquerque,35.1107,-106.61
2012,138,1246,1235,R2Y1,louisville,38.25,-85.7667
2012,138,1124,1160,R2Y3,albuquerque,35.1107,-106.61
2012,138,1231,1433,R2Y4,portland,45.52,-122.6819
2012,138,1266,1293,R2Z3,louisville,38.25,-85.7667
2012,138,1257,1307,R2Z4,portland,45.52,-122.6819
2012,139,1153,1199,R2W3,nashville,36.1667,-86.7833
2012,139,1314,1166,R2X1,greensboro,36.08,-79.8194
2012,139,1242,1345,R2X2,omaha,41.25,-96
2012,139,1301,1207,R2X3,columbus,39.9833,-82.9833
2012,139,1325,1378,R2X4,nashville,36.1667,-86.7833
2012,139,1462,1250,R2Y2,greensboro,36.08,-79.8194
2012,139,1277,1387,R2Z1,columbus,39.9833,-82.9833
2012,139,1196,1313,R2Z2,omaha,41.25,-96
2012,143,1393,1458,R3W1,boston,42.3601,-71.0589
2012,143,1326,1153,R3W2,boston,42.3601,-71.0589
2012,143,1257,1277,R3Z1,phoenix,33.45,-112.0667
2012,143,1196,1266,R3Z2,phoenix,33.45,-112.0667
2012,144,1314,1325,R3X1,st_louis,38.6272,-90.1978
2012,144,1242,1301,R3X2,st_louis,38.6272,-90.1978
2012,144,1246,1231,R3Y1,atlanta,33.755,-84.39
2012,144,1124,1462,R3Y2,atlanta,33.755,-84.39
2012,145,1326,1393,R4W1,boston,42.3601,-71.0589
2012,145,1257,1196,R4Z1,phoenix,33.45,-112.0667
2012,146,1242,1314,R4X1,st_louis,38.6272,-90.1978
2012,146,1246,1124,R4Y1,atlanta,33.755,-84.39
2012,152,1242,1326,R5WX,new_orleans,29.9667,-90.05
2012,152,1246,1257,R5YZ,new_orleans,29.9667,-90.05
2012,154,1246,1242,R6CH,new_orleans,29.9667,-90.05
2013,134,1388,1292,Y11,dayton,39.7594,-84.1917
2013,134,1299,1251,Y16,dayton,39.7594,-84.1917
2013,135,1241,1254,W16,dayton,39.7594,-84.1917
2013,135,1247,1129,Z13,dayton,39.7594,-84.1917
2013,136,1266,1172,R1W3,lexington,38.0297,-84.4947
2013,136,1393,1285,R1W4,san_jose,37.3382,-121.8863
2013,136,1143,1424,R1W5,san_jose,37.3382,-121.8863
2013,136,1139,1137,R1W6,lexington,38.0297,-84.4947
2013,136,1276,1355,R1X4,san_jose,37.3382,-121.8863
2013,136,1433,1103,R1X5,san_jose,37.3382,-121.8863
2013,136,1257,1299,R1Y1,kansas_city,39.0997,-94.5783
2013,136,1277,1434,R1Y3,austin,30.25,-97.75
2013,136,1387,1308,R1Y4,auburn_hills,42.6875,-83.2342
2013,136,1332,1329,R1Y5,auburn_hills,42.6875,-83.2342
2013,136,1272,1388,R1Y6,austin,30.25,-97.75
2013,136,1161,1281,R1Y8,kansas_city,39.0997,-94.5783
2013,136,1211,1380,R1Z1,salt_lake_city,40.75,-111.8833
2013,136,1217,1307,R1Z3,salt_lake_city,40.75,-111.8833
2013,136,1112,1125,R1Z6,salt_lake_city,40.75,-111.8833
2013,136,1455,1338,R1Z8,salt_lake_city,40.75,-111.8833
2013,137,1231,1241,R1W1,dayton,39.7594,-84.1917
2013,137,1274,1334,R1W2,austin,30.25,-97.75
2013,137,1228,1160,R1W7,austin,30.25,-97.75
2013,137,1396,1301,R1W8,dayton,39.7594,-84.1917
2013,137,1242,1443,R1X1,lexington,38.0297,-84.4947
2013,137,1195,1207,R1X2,philadelphia,39.95,-75.1667
2013,137,1196,1322,R1X3,auburn_hills,42.6875,-83.2342
2013,137,1278,1417,R1X6,auburn_hills,42.6875,-83.2342
2013,137,1361,1328,R1X7,philadelphia,39.95,-75.1667
2013,137,1314,1437,R1X8,lexington,38.0297,-84.4947
2013,137,1181,1107,R1Y2,philadelphia,39.95,-75.1667
2013,137,1166,1153,R1Y7,philadelphia,39.95,-75.1667
2013,137,1326,1233,R1Z2,dayton,39.7594,-84.1917
2013,137,1247,1243,R1Z4,kansas_city,39.0997,-94.5783
2013,137,1279,1458,R1Z5,kansas_city,39.0997,-94.5783
2013,137,1235,1323,R1Z7,dayton,39.7594,-84.1917
2013,138,1266,1139,R2W3,lexington,38.0297,-84.4947
2013,138,1393,1143,R2W4,san_jose,37.3382,-121.8863
2013,138,1276,1433,R2X4,san_jose,37.3382,-121.8863
2013,138,1257,1161,R2Y1,kansas_city,39.0997,-94.5783
2013,138,1277,1272,R2Y3,austin,30.25,-97.75
2013,138,1332,1387,R2Y4,auburn_hills,42.6875,-83.2342
2013,138,1455,1211,R2Z1,salt_lake_city,40.75,-111.8833
2013,138,1112,1217,R2Z3,salt_lake_city,40.75,-111.8833
2013,139,1231,1396,R2W1,dayton,39.7594,-84.1917
2013,139,1274,1228,R2W2,austin,30.25,-97.75
2013,139,1242,1314,R2X1,lexington,38.0297,-84.4947
2013,139,1195,1361,R2X2,philadelphia,39.95,-75.1667
2013,139,1196,1278,R2X3,auburn_hills,42.6875,-83.2342
2013,139,1181,1166,R2Y2,philadelphia,39.95,-75.1667
2013,139,1326,1235,R2Z2,dayton,39.7594,-84.1917
2013,139,1247,1279,R2Z4,kansas_city,39.0997,-94.5783
2013,143,1393,1231,R3W1,washington,38.8951,-77.0367
2013,143,1266,1274,R3W2,washington,38.8951,-77.0367
2013,143,1455,1247,R3Z1,los_angeles,34.05,-118.25
2013,143,1326,1112,R3Z2,los_angeles,34.05,-118.25
2013,144,1276,1242,R3X1,indianapolis,39.791,-86.148
2013,144,1196,1195,R3X2,indianapolis,39.791,-86.148
2013,144,1257,1332,R3Y1,arlington,32.705,-97.1228
2013,144,1181,1277,R3Y2,arlington,32.705,-97.1228
2013,145,1393,1266,R4W1,washington,38.8951,-77.0367
2013,145,1455,1326,R4Z1,los_angeles,34.05,-118.25
2013,146,1276,1196,R4X1,indianapolis,39.791,-86.148
2013,146,1257,1181,R4Y1,arlington,32.705,-97.1228
2013,152,1276,1393,R5WX,atlanta,33.755,-84.39
2013,152,1257,1455,R5YZ,atlanta,33.755,-84.39
2013,154,1257,1276,R6CH,atlanta,33.755,-84.39
2014,134,1107,1291,X16,dayton,39.7594,-84.1917
2014,134,1301,1462,Y12,dayton,39.7594,-84.1917
2014,135,1397,1234,Y11,dayton,39.7594,-84.1917
2014,135,1142,1411,Y16,dayton,39.7594,-84.1917
2014,136,1437,1454,R1W2,buffalo,42.9047,-78.8494
2014,136,1277,1174,R1W4,spokane,47.6589,-117.425
2014,136,1217,1153,R1W5,spokane,47.6589,-117.425
2014,136,1163,1386,R1W7,buffalo,42.9047,-78.8494
2014,136,1196,1107,R1X1,st_louis,38.6272,-90.1978
2014,136,1393,1444,R1X3,raleigh,35.7806,-78.6389
2014,136,1173,1326,R1X6,raleigh,35.7806,-78.6389
2014,136,1338,1160,R1X8,st_louis,38.6272,-90.1978
2014,136,1276,1459,R1Y2,st_louis,38.6272,-90.1978
2014,136,1257,1264,R1Y4,san_diego,32.715,-117.1625
2014,136,1387,1301,R1Y5,san_diego,32.715,-117.1625
2014,136,1400,1113,R1Y7,st_louis,38.6272,-90.1978
2014,136,1458,1110,R1Z2,milwaukee,43.05,-87.95
2014,136,1361,1308,R1Z4,spokane,47.6589,-117.425
2014,136,1295,1328,R1Z5,spokane,47.6589,-117.425
2014,136,1332,1140,R1Z7,milwaukee,43.05,-87.95
2014,137,1438,1157,R1W1,raleigh,35.7806,-78.6389
2014,137,1235,1300,R1W3,san_antonio,29.4167,-98.5
2014,137,1314,1344,R1W6,san_antonio,29.4167,-98.5
2014,137,1272,1203,R1W8,raleigh,35.7806,-78.6389
2014,137,1242,1184,R1X2,milwaukee,43.05,-87.95
2014,137,1417,1409,R1X4,orlando,28.4158,-81.2989
2014,137,1372,1433,R1X5,orlando,28.4158,-81.2989
2014,137,1390,1307,R1X7,milwaukee,43.05,-87.95
2014,137,1455,1142,R1Y1,orlando,28.4158,-81.2989
2014,137,1273,1181,R1Y3,buffalo,42.9047,-78.8494
2014,137,1397,1269,R1Y6,buffalo,42.9047,-78.8494
2014,137,1246,1243,R1Y8,orlando,28.4158,-81.2989
2014,137,1112,1451,R1Z1,san_diego,32.715,-117.1625
2014,137,1166,1418,R1Z3,san_antonio,29.4167,-98.5
2014,137,1124,1304,R1Z6,san_antonio,29.4167,-98.5
2014,137,1211,1329,R1Z8,san_diego,32.715,-117.1625
2014,138,1163,1437,R2W2,buffalo,42.9047,-78.8494
2014,138,1277,1217,R2W4,spokane,47.6589,-117.425
2014,138,1196,1338,R2X1,st_louis,38.6272,-90.1978
2014,138,1173,1393,R2X3,raleigh,35.7806,-78.6389
2014,138,1276,1400,R2Y2,st_louis,38.6272,-90.1978
2014,138,1257,1387,R2Y4,san_diego,32.715,-117.1625
2014,138,1458,1332,R2Z2,milwaukee,43.05,-87.95
2014,138,1361,1295,R2Z4,spokane,47.6589,-117.425
2014,139,1438,1272,R2W1,raleigh,35.7806,-78.6389
2014,139,1235,1314,R2W3,san_antonio,29.4167,-98.5
2014,139,1390,1242,R2X2,milwaukee,43.05,-87.95
2014,139,1417,1372,R2X4,orlando,28.4158,-81.2989
2014,139,1246,1455,R2Y1,orlando,28.4158,-81.2989
2014,139,1397,1273,R2Y3,buffalo,42.9047,-78.8494
2014,139,1112,1211,R2Z1,san_diego,32.715,-117.1625
2014,139,1124,1166,R2Z3,san_antonio,29.4167,-98.5
2014,143,1196,1417,R3X1,indianapolis,39.791,-86.148
2014,143,1173,1390,R3X2,indianapolis,39.791,-86.148
2014,143,1112,1361,R3Z1,anaheim,33.8361,-117.8897
2014,143,1458,1124,R3Z2,anaheim,33.8361,-117.8897
2014,144,1277,1438,R3W1,new_york,40.7127,-74.0059
2014,144,1163,1235,R3W2,new_york,40.7127,-74.0059
2014,144,1246,1257,R3Y1,memphis,35.1174,-89.9711
2014,144,1276,1397,R3Y2,memphis,35.1174,-89.9711
2014,145,1196,1173,R4X1,indianapolis,39.791,-86.148
2014,145,1458,1112,R4Z1,anaheim,33.8361,-117.8897
2014,146,1163,1277,R4W1,new_york,40.7127,-74.0059
2014,146,1246,1276,R4Y1,memphis,35.1174,-89.9711
2014,152,1163,1196,R5WX,arlington,32.705,-97.1228
2014,152,1246,1458,R5YZ,arlington,32.705,-97.1228
2014,154,1163,1246,R6CH,arlington,32.705,-97.1228
2015,134,1214,1264,Y16,dayton,39.7594,-84.1917
2015,134,1279,1140,Z11,dayton,39.7594,-84.1917
2015,135,1173,1129,W11,dayton,39.7594,-84.1917
2015,135,1352,1316,X16,dayton,39.7594,-84.1917
2015,136,1437,1248,R1W1,pittsburgh,40.4417,-80
2015,136,1301,1261,R1W8,pittsburgh,40.4417,-80
2015,136,1412,1235,R1X3,louisville,38.25,-85.7667
2015,136,1207,1186,R1X4,portland,45.52,-122.6819
2015,136,1428,1372,R1X5,portland,45.52,-122.6819
2015,136,1417,1374,R1X6,louisville,38.25,-85.7667
2015,136,1246,1214,R1Y1,louisville,38.25,-85.7667
2015,136,1323,1318,R1Y3,pittsburgh,40.4417,-80
2015,136,1139,1400,R1Y6,pittsburgh,40.4417,-80
2015,136,1153,1345,R1Y8,louisville,38.25,-85.7667
2015,136,1112,1411,R1Z2,portland,45.52,-122.6819
2015,136,1209,1124,R1Z3,jacksonville,30.3369,-81.6614
2015,136,1314,1217,R1Z4,jacksonville,30.3369,-81.6614
2015,136,1116,1459,R1Z5,jacksonville,30.3369,-81.6614
2015,136,1462,1279,R1Z6,jacksonville,30.3369,-81.6614
2015,136,1326,1433,R1Z7,portland,45.52,-122.6819
2015,137,1438,1125,R1W2,charlotte,35.2269,-80.8433
2015,137,1328,1107,R1W3,columbus,39.9833,-82.9833
2015,137,1257,1414,R1W4,seattle,47.6097,-122.3331
2015,137,1320,1461,R1W5,seattle,47.6097,-122.3331
2015,137,1173,1344,R1W6,columbus,39.9833,-82.9833
2015,137,1277,1208,R1W7,charlotte,35.2269,-80.8433
2015,137,1181,1352,R1X1,charlotte,35.2269,-80.8433
2015,137,1211,1295,R1X2,seattle,47.6097,-122.3331
2015,137,1234,1172,R1X7,seattle,47.6097,-122.3331
2015,137,1361,1385,R1X8,charlotte,35.2269,-80.8433
2015,137,1242,1308,R1Y2,omaha,41.25,-96
2015,137,1268,1434,R1Y4,columbus,39.9833,-82.9833
2015,137,1452,1138,R1Y5,columbus,39.9833,-82.9833
2015,137,1455,1231,R1Y7,omaha,41.25,-96
2015,137,1458,1157,R1Z1,omaha,41.25,-96
2015,137,1332,1329,R1Z8,omaha,41.25,-96
2015,138,1301,1437,R2W1,pittsburgh,40.4417,-80
2015,138,1417,1412,R2X3,louisville,38.25,-85.7667
2015,138,1428,1207,R2X4,portland,45.52,-122.6819
2015,138,1246,1153,R2Y1,louisville,38.25,-85.7667
2015,138,1323,1139,R2Y3,pittsburgh,40.4417,-80
2015,138,1112,1326,R2Z2,portland,45.52,-122.6819
2015,138,1462,1209,R2Z3,jacksonville,30.3369,-81.6614
2015,138,1314,1116,R2Z4,jacksonville,30.3369,-81.6614
2015,139,1277,1438,R2W2,charlotte,35.2269,-80.8433
2015,139,1328,1173,R2W3,columbus,39.9833,-82.9833
2015,139,1257,1320,R2W4,seattle,47.6097,-122.3331
